id	причина	начало
30890	не по делу (счёт 0)	компромат?
30894	не по делу (счёт 2)	Причем я ей так и сказал что на тот язык что в задании у мен
30895	не по делу (счёт 0)	Сказала подучить как это делается и приходить
30896	не по делу (счёт 2)	На пересдаче будут также новые билеты и надо будет минимум д
30899	не по делу (счёт 0)	Ну почти
30900	не по делу (счёт 0)	Я там не рассмотрел случаи где степени равны нулю
30901	не по делу (счёт 0)	понял
30902	не по делу (счёт 0)	Ну кароче спасибо. Подучу ещё раз
30903	не по делу (счёт 0)	Сдал
30925	не по делу (счёт 0)	В феврале видимо
30926	не по делу (счёт 0)	ну это точно в феврале она так сказала. она сказала, что даж
30927	не по делу (счёт 0)	ну больше половины потока на хвостовую отправить это мощно
30928	не по делу (счёт 0)	почему больше половины?
30929	не по делу (счёт 0)	2-3 ч же не сдали
30930	не по делу (счёт 0)	так а много кто не допущен вообще
30931	не по делу (счёт 2)	Я на всякий случай уточню, главное же не хорошо написать экз
